company_id,Company_Name,Founded,Type_of_ownership,Size_employee,Industry_id
556,"Pinnacle Technical Resources, Inc.",1996,Company - Private,10000,12
557,eDataForce consulting LLC,2012,Company - Private,50,15
558,"ServiceLink, a Black Knight Company",1967,Subsidiary or Business Segment,5000,9
559,Lightbeam Health Solutions,-1,Company - Private,200,2
560,"Telnet (Rockville, MD)",-1,Company - Private,200,19
561,Tarrant County,-1,Government,50,52
562,Vastika,-1,Company - Private,50,21
563,University of Texas at Arlington,1967,College / University,5000,23
564,Fairway Independent Mortgage Corporation,1996,Company - Private,10000,9
565,Colfax Corporation,1995,Company - Public,10000,36
566,Bloomfield Homes,-1,Subsidiary or Business Segment,50,53
567,ServiceLink,1967,Subsidiary or Business Segment,5000,9
568,Onyx CenterSource,2013,Company - Private,500,51
569,Fleishman-Hillard Inc,1946,Subsidiary or Business Segment,5000,8
570,LifePath Systems,-1,Government,200,14
571,Horn Solutions Inc.,2008,Company - Private,50,19
572,DJO Global,1978,Subsidiary or Business Segment,10000,56
573,silverXis inc,-1,Other Organization,50,15
574,CTG,-1,Company - Private,,14
575,Radiant Digital,-1,Company - Private,50,14
576,PeopleNTech LLC,-1,Contract,50,15
577,Ava Consulting,-1,Company - Public,50,15
578,Molex,1938,Company - Private,10000,64
579,Net2Source,2007,Company - Private,5000,12
580,Community Hospital,-1,Hospital,500,2
581,Mill Creek Residential Trust,2011,Company - Private,1000,44
582,Employbridge,2006,Company - Private,5000,12
583,FirstAmerica,1995,Company - Private,10000,49
584,Peyton Resource Group (PRG),2001,Company - Private,50,12
585,Frontend Arts,2013,Company - Private,50,24
586,OneMain Financial,1912,Company - Public,10000,9
587,NVIDIA,1993,Company - Public,10000,11
588,Risk Management Solutions (RMS),1989,Company - Private,5000,24
589,Alteryx,1997,Company - Public,5000,24
590,Cognoa,-1,Company - Private,50,2
591,Moveworks,2016,Company - Private,200,24
592,Ursus,-1,Company - Private,50,15
593,Nuro,2016,Company - Private,500,11
594,Netflix,1997,Company - Public,5000,3
595,Poshmark,2011,Company - Private,500,3
596,Calsoft Labs,1992,Company - Private,5000,15
597,Exact Sciences Corporation,1995,Company - Public,5000,2
598,Stanford University,1891,College / University,10000,23
599,"John Wiley & Sons, Inc.",1807,Company - Public,10000,30
600,Cadence Design Systems,1988,Company - Public,10000,11
601,Stanford School of Medicine,-1,College / University,10000,23
602,Beezwax Datatools,1994,Company - Private,50,11
603,IntelliPro Group Inc.,-1,Company - Private,500,14
604,Milestone Technologies Inc.,1997,Company - Private,5000,15
605,Stanford University School of Medicine,-1,College / University,10000,23
606,Technosoft Corporation,1996,Company - Private,5000,15
607,AbbVie,2013,Company - Public,10000,29
608,SRA OSS,2006,Company - Private,200,15
609,Adwait Algorithm,2015,Company - Private,200,15
610,Zoom,2011,Company - Public,5000,15
611,Verb Surgical,-1,Company - Private,500,2
612,MentorX Corp.,-1,Company - Private,50,14
613,Introlligent Inc.,-1,Company - Private,50,8
614,IT Coalition,-1,Company - Private,50,18
615,Tachyon Technologies LLC,2011,Company - Private,500,15
616,Mackin,1960,Company - Private,200,39
617,Lark Health,2011,Company - Private,200,2
618,Mizuho OSI,1978,Company - Private,500,36
619,Splunk,2003,Company - Public,5000,24
620,Course Hero,2006,Company - Private,500,23
621,Vaco,2002,Company - Private,1000,19
622,Cepheid,1996,Company - Private,5000,29
623,Lodestone,2007,Company - Private,500,3
624,DynPro Inc.,1996,Company - Private,200,15
625,eHealth,1997,Company - Public,5000,73
626,Centrillion,2009,Company - Private,50,29
627,Creative Circle,2002,Company - Public,500,12
628,SOFTHQ INC,2010,Company - Private,200,11
629,Fortinet,2000,Company - Public,10000,11
630,Crystal Equation,2006,Company - Private,200,15
631,Akorbi,2003,Company - Private,500,19
632,Anzu Global,2006,Company - Private,50,19
633,Omega Solutions,-1,Other Organization,50,15
634,"Cadence Design Systems, Inc.",1988,Company - Public,10000,11
635,"GenapSys, Inc.",2010,Company - Private,200,29
636,Optima Global Solutions,2001,Company - Private,50,15
637,i-CST,1996,Company - Private,1000,12
638,Alexza Pharmaceuticals,2000,Company - Private,50,29
639,Ampcus Incorporated,2004,Company - Private,1000,19
640,Yochana,2009,Company - Private,500,12
641,Bill.Com,2006,Company - Public,1000,51
642,eBay,1995,Company - Public,10000,3
643,Healthgrades,1998,Company - Private,1000,3
644,Assembly,2014,Subsidiary or Business Segment,500,8
645,Texas Health & Human Services Commission,1912,Government,10000,74
646,OnlineMedEd,2014,Company - Private,200,23
647,Taskrabbit,2008,Company - Private,500,3
648,KGS,2010,Company - Private,200,4
649,Teacher Retirement System of Texas,1937,Government,1000,4
650,Pushnami,2017,Company - Private,50,8
651,GroupBy Inc.,2012,Company - Private,200,24
652,Wargaming,1998,Company - Private,5000,25
653,TalentCare,2013,Company - Private,50,2
654,Facebook,2004,Company - Public,10000,3
655,Q2eBanking,2004,Company - Public,5000,4
656,Allegan General Hospital,1938,Company - Private,500,14
657,Santanna Energy Services,1988,Company - Private,50,31
658,TEXAS EDUCATION AGENCY,-1,Government,1000,74
659,Vsion Technologies Inc,-1,Company - Private,200,15
660,"ARK Solutions, Inc.",2015,Company - Private,50,19
661,MedSeek,1996,Company - Private,200,11
662,Gemalto,2006,Company - Public,10000,11
663,Sonic Healthcare USA,1987,Company - Public,10000,2
664,Ascension,1999,Nonprofit Organization,10000,2
665,TxDOT,1991,Government,10000,74
666,ISHPI Information Technologies,2006,Company - Private,500,15
667,Sense Corp,1996,Company - Private,500,18
668,SMIT Solutions,-1,Unknown,,14
669,Central Health,-1,Government,200,2
670,BayOne Solutions,-1,Company - Private,5000,15
671,Texas Water Development Board,1957,Government,500,74
672,GasPedal,2007,Company - Private,50,59
673,"Smartwebs, Inc.",-1,Company - Private,,8
674,Hyliion,2015,Company - Private,50,75
675,"Quantilus, Inc",-1,Company - Private,50,15
676,Texas Education Agency,-1,Government,1000,74
677,TEXAS DEPARTMENT OF PUBLIC SAFETY,-1,Government,5000,52
678,Deutsche Bank,1870,Company - Public,10000,4
679,Kemper,1990,Company - Public,10000,20
680,ARC Group,-1,Company - Private,200,4
681,American Recruiting & Consulting Group,1982,Company - Private,200,12
682,Reef Systems,-1,Company - Public,50,14
683,CornerStone Staffing,1991,Company - Private,200,12
684,Lockheed Martin,1995,Company - Public,10000,38
685,GM Financial,1992,Company - Public,10000,9
686,"SUNSET LOGISTICS, INC",-1,Company - Private,200,49
687,Prudent Technologies & Consulting,1998,Company - Private,200,15
688,System Soft Technologies,1999,Company - Private,500,15
689,Fidelity TalentSource,1986,Company - Private,5000,12
690,InfoQuest Consulting Group,-1,Company - Private,50,11
691,"Global Technical Talent, LLC",1999,Company - Private,1000,15
692,Nationwide Children's Hospital,1892,Nonprofit Organization,10000,2
693,Abercrombie & Fitch Co.,1892,Company - Public,10000,47
694,Abbott Laboratories,1888,Company - Public,10000,2
695,Economic and Community Development Institute,-1,Nonprofit Organization,50,9
696,Buckeye Health Plan,2004,Company - Public,5000,2
697,Buckeye Community Health Plan,-1,Company - Private,200,14
698,Revel IT,1997,Company - Private,500,15
699,"Dedicated Tech Services, Inc.",2008,Private Practice / Firm,50,15
700,Abbott,1888,Company - Public,10000,2
701,Nationwide Childrens Hospital,1892,Nonprofit Organization,10000,2
702,"JPMorgan Chase Bank, N.A.",1799,Company - Public,10000,4
703,Creative Financial Staffing,1994,Company - Private,500,12
704,Wells Fargo,1852,Company - Public,10000,10
705,Brighthouse Financial,2017,Company - Public,5000,20
706,pureIntegration,2004,Company - Private,200,24
707,Vaco Technology,2002,Company - Private,1000,19
708,OrthoCarolina,2005,Company - Private,1000,2
709,American Tire Distributors,1935,Company - Private,5000,60
710,Truist,2019,Company - Public,10000,4
711,"Shimento, Inc.",-1,Company - Private,50,14
712,"Conch Technologies, Inc",-1,Company - Private,200,19
713,PCR Staffing,-1,Company - Private,50,11
714,Tek Leaders,2016,Company - Private,1000,15
715,DATA Inc.,1983,Company - Private,1000,15
716,London Stock Exchange Group,1698,Company - Public,5000,76
717,NTT DATA Services,1967,Company - Public,10000,15
718,Cardinal Innovations Healthcare,-1,Company - Public,1000,2
719,CYNET SYSTEMS,2010,Company - Private,1000,15
720,Collabera,1991,Company - Private,10000,15
721,"Infovisa, Inc.",-1,Company - Private,50,11
722,Open Systems Technologies (NYC),1990,Company - Private,200,12
723,Lowe's,1946,Company - Public,10000,77
724,Canvas InfoTech Inc.,2006,Company - Private,50,12
725,"PruTech Solutions, Inc.",1998,Company - Private,500,15
726,Transportation Insight,1999,Company - Private,200,60
727,Midan Marketing,2004,Company - Private,50,8
728,Accenture Federal Services,1975,Subsidiary or Business Segment,5000,15
729,Autodesk,1982,Company - Public,10000,11
730,Vionic Group,2006,Subsidiary or Business Segment,200,47
731,Freedom Financial Network,2002,Company - Private,5000,4
732,PubNub,2011,Company - Private,200,3
733,SigmaWay,-1,Company - Private,50,14
734,Giving Assistant,2014,Company - Private,50,8
735,LiveCareer,2005,Company - Private,1000,3
736,Elevate Labs,-1,Company - Private,50,11
737,Deliverr Inc,2017,Company - Private,200,60
738,"Rodan and Fields, LLC",2002,Company - Private,1000,78
739,Coinbase,2012,Company - Private,1000,3
740,Trifacta,2012,Company - Private,200,11
741,Wilbur Labs,2016,Company - Private,50,3
742,Credible,2012,Company - Public,200,9
743,Priceonomics,-1,Company - Private,50,3
744,BOLD,2004,Company - Private,500,3
745,"Impaq International, Llc",2001,Company - Private,500,19
746,Turn/River Capital,-1,Company - Private,50,54
747,Vinsari LLC,-1,Other Organization,200,14
748,"Evolver, Inc.",2000,Company - Private,500,15
749,Lyft,2012,Company - Public,10000,11
750,First Republic Bank,1985,Company - Public,5000,10
751,Omada Health,2011,Company - Private,500,2
752,Chime,2013,Company - Private,500,10
753,Twitter,2006,Company - Public,5000,3
754,SACC,-1,Company - Private,,15
755,"Netpace, Inc",1996,Company - Private,200,24
756,Qualys,1999,Company - Public,1000,11
757,United IT Solutions,2010,Company - Private,50,19
758,Snowflake Computing,2012,Company - Private,5000,24
759,Perfect Day,2014,Company - Private,200,29
760,Twitch,2011,Subsidiary or Business Segment,5000,3
761,Square,2009,Company - Public,5000,11
762,Hinge Health,2014,Company - Private,500,2
763,Rose International,1993,Company - Private,5000,12
764,"Netpace, Inc.",1996,Company - Private,200,24
765,Arkhya Tech,2017,Company - Private,50,15
766,Stem Inc,2009,Company - Private,200,31
767,"PRIMUS Global Services, Inc",2002,Company - Private,1000,19
768,Redfin,2004,Company - Public,5000,44
769,Bio-Rad,1952,Company - Public,10000,29
770,Saama,2007,Company - Private,50,11
771,OKCoin,2013,Company - Private,1000,3
772,Hazelcast,2012,Company - Private,200,11
773,"LeadStack, Inc.",2016,Company - Private,200,15
774,University of California Berkeley,1682,College / University,10000,23
775,addastaff,-1,Company - Private,50,12
776,HireTalent,1997,Company - Private,500,12
777,"TalentBurst, Inc.",2002,Company - Private,1000,15
778,"I.T. Solutions, Inc.",-1,Other Organization,500,15
779,Alliance IT,2011,Company - Private,200,15
780,Square Trade,1999,Company - Private,500,20
781,"Next Level Business Services, Inc.",2007,Company - Private,10000,15
782,GoAhead Solutions,2001,Company - Private,50,15
783,Sutter Health System,1981,Nonprofit Organization,10000,2
784,Incedo Inc,2012,Company - Private,5000,15
785,Ascent,2000,Company - Private,5000,12
786,Saama Technologies Inc,1997,Company - Private,1000,29
787,Epikso,2015,Company - Private,200,5
788,"ZS Associates, Inc.",-1,Company - Private,10000,14
789,The Ascent Services Group,2000,Company - Private,5000,12
790,City and County of San Francisco,-1,Government,10000,16
791,Epikso Inc,2015,Company - Private,200,5
792,Central Garden & Pet Company,1980,Company - Public,5000,35
793,Concept Software & Services Inc,1998,Company - Private,50,19
794,Upper Hand,2012,Company - Private,50,24
795,"Alpha Rae Personnel, Inc.",-1,Company - Private,5000,12
796,Gallega Software Solutions Inc,-1,Company - Private,50,14
797,Keywords Studios,1998,Company - Public,10000,15
798,Kuehne + Nagel,1890,Company - Private,10000,60
799,Health & Hospital Corporation,1951,Company - Private,5000,2
800,Franciscan Health,1875,Nonprofit Organization,10000,2
801,Vespa Group LLC,-1,Company - Private,50,79
802,Little Raymond's Print Shop,-1,Franchise,200,47
803,CNO Financial Group,1979,Company - Public,5000,20
804,Lionbridge,1996,Company - Private,10000,15
805,Remitly,2011,Company - Private,5000,10
806,Washington Federal,1917,Company - Public,5000,10
807,Costco Wholesale Corporation,1976,Company - Public,10000,80
808,Microsoft Corporation,1975,Company - Public,10000,11
809,"Resource Logistics, Inc.",1997,Company - Private,200,60
810,"iSpot.tv, Inc.",-1,Company - Private,200,14
811,Subex,1992,Company - Public,1000,24
812,Fred Hutch,1975,Nonprofit Organization,5000,1
813,Protingent,2001,Company - Private,200,12
814,Nintendo,-1,Company - Public,10000,25
815,Zen3 Infosolutions America Inc,2016,Company - Private,5000,11
816,NuWest Group,1990,Company - Private,200,12
817,Resource Informatics Group,2012,Nonprofit Organization,50,15
818,W3Global,2006,Company - Private,500,12
819,Johns Hopkins University,1876,College / University,10000,23
820,Protingent Staffing,2001,Company - Private,200,12
821,University of Georgia,1785,College / University,10000,23
822,"Advent Global Solutions, Inc.",1997,Company - Private,1000,15
823,CoreSite,2001,Company - Public,500,15
824,Twilio,2008,Company - Public,5000,3
825,Strive Health,2018,Company - Private,50,2
826,Xcel Energy,1909,Company - Public,10000,34
827,CitiusTech,2005,Company - Private,5000,15
828,The Motley Fool,1993,Company - Private,500,3
829,Ibotta,2012,Company - Private,1000,3
830,State of Colorado,-1,Government,10000,74
831,Charles Schwab Corporation,1973,Company - Public,10000,4
832,Broadridge,2007,Company - Public,10000,51
833,Government Accountability Office,1921,Government,5000,16
834,Century Communities,2002,Company - Public,1000,53
835,Weston Solutions,1957,Company - Private,5000,62
836,RxRevu,-1,Company - Private,50,2
837,Recondo Technology,2007,Company - Private,200,24
838,Y-Axis Inc,-1,Company - Private,50,19
839,Unison Systems Inc.,-1,Company - Private,50,14
840,Legislative Branch,1789,Government,1000,74
841,CenturyLink,1930,Company - Public,10000,81
842,Comcast,1963,Company - Public,10000,14
843,DW Simpson,1989,Company - Private,200,12
844,Signature Retail Services,1991,Company - Private,1000,77
845,Global Healthcare Exchange,2000,Company - Private,1000,24
846,V.L.S. Systems,2006,Company - Private,500,19
847,GHX,1937,Subsidiary or Business Segment,1000,58
848,22nd Century Staffing,-1,Company - Private,200,12
849,Telligen,1972,Company - Private,1000,2
850,Arrow Electronics,1935,Company - Public,10000,58
851,Contingent Network Services,1984,Company - Private,500,24
852,SCL Health,1864,Nonprofit Organization,10000,2
853,"SPINS, LLC",1995,Company - Private,500,19
854,Aerotek,1983,Company - Private,10000,12
855,Clovity Inc,-1,Company - Private,500,15
856,BankFinancial,2005,Company - Public,500,10
857,Steiner Electric Company,1916,Company - Private,500,58
858,VDart Inc.,2007,Company - Private,5000,15
859,Sierra Business Solution LLC,-1,Unknown,200,14
860,Kelsey-Seybold,1949,Private Practice / Firm,5000,2
861,"CSAA Insurance Group, a AAA Insurer",1914,Company - Private,5000,20
862,Tokyo Electron America,1963,Company - Public,10000,36
863,"Haley & Aldrich, Inc",1957,Company - Private,1000,19
864,"Resourcesoft, Inc.",-1,Company - Private,200,19
865,circle k,1951,Company - Public,10000,65
866,Alpha Consulting,1994,Company - Private,500,12
867,Penn Medicine,1993,Hospital,10000,2
868,UBC,-1,Company - Private,50,14
869,DLL,1969,Company - Private,10000,4
870,BOEING,1916,Company - Public,10000,38
871,Digital Creative Institute,2015,Company - Private,50,70
872,University Health System,1955,Nonprofit Organization,5000,2
873,UnitedHealth Group,1977,Company - Public,10000,2
874,Camris International,2003,Company - Private,500,16
875,Enterprise Solutions Inc,2000,Company - Private,200,12
876,San Diego Gas & Electric,1995,Subsidiary or Business Segment,5000,31
877,Qualcomm,1985,Company - Public,10000,11
878,Texas Capital Bancshares,1998,Company - Public,5000,10
879,Pioneer Consulting Services LLC,-1,Company - Private,50,15
880,"InfoVision, Inc.",1995,Company - Private,5000,15
881,Citibank,-1,Company - Private,5000,9
882,DISYS,1994,Company - Private,5000,15
883,Privacera,-1,Unknown,50,24
884,ClearStory Data,2011,Company - Private,200,24
885,"Radiansys, Inc.",-1,Company - Private,50,8
886,Vaco Staffing,2002,Company - Private,1000,19
887,Cisco Systems - Customer Experience,1984,Company - Private,10000,11
888,MW Partners,-1,Company - Private,200,14
889,Workday,2005,Company - Public,10000,24
890,TaskRabbit,2008,Company - Private,500,3
891,"GroupBy, Inc",2012,Company - Private,200,24
892,Ascension Technologies,1999,Nonprofit Organization,10000,2
893,ByteDance,2012,Company - Private,10000,3
894,Four Hands,1996,Company - Private,500,82
895,CommUnityCare,2009,Nonprofit Organization,5000,2
896,Booz Allen Hamilton Inc.,1914,Company - Public,10000,19
897,Home Depot,1978,Company - Public,10000,14
898,Crowley Maritime,1892,Company - Private,10000,83
899,Alluvion Staffing,2000,Company - Private,50,12
900,Florida Blue,1944,Nonprofit Organization,10000,20
901,"Wellbox, Inc.",2015,Company - Private,200,2
902,FIS,1968,Company - Public,10000,51
903,Capital Staffing Solutions,-1,Company - Private,1000,12
904,Venus Fashion,1982,Company - Private,1000,47
905,SNI Technology,1998,Company - Public,500,12
906,ProKatchers LLC,-1,Company - Private,200,15
907,Prutech Solutions,1998,Company - Private,500,15
908,Biesse Group,-1,Company - Public,,14
909,Cardinal Innovations Healthcare Solutions,-1,Company - Public,1000,2
910,NerdWallet,2009,Company - Private,500,72
911,Wish,2011,Company - Private,1000,32
912,Invitae,2010,Company - Public,5000,29
913,HoneyBook,2013,Company - Private,200,3
914,Moody's Analytics,2008,Company - Public,10000,72
915,Moody's,1900,Company - Public,10000,72
916,Dropbox,2007,Company - Private,5000,11
917,FOCUSKPI INC,-1,Company - Private,200,8
918,Samuel Merritt University,-1,College / University,500,23
919,Indiana University Health,-1,Hospital,10000,2
920,Pinnacle Partners,2000,Company - Public,5000,10
921,Genuine Parts Company,1928,Company - Public,10000,45
922,Mindteck US,1991,Company - Public,5000,15
923,Trimedx,1998,Company - Private,5000,2
924,Lilt,2015,Company - Private,200,3
925,Eskenazi Health,1859,Hospital,5000,2
926,Beckman Coulter Life Sciences,1935,Subsidiary or Business Segment,10000,56
927,RedCloud Consulting,1995,Company - Private,200,19
928,OfferUp,2011,Company - Private,500,11
929,Allen Institute,2003,Nonprofit Organization,500,5
930,Costco Wholesale,1976,Company - Public,10000,80
931,Charlie's Produce,1978,Company - Private,5000,58
932,Nordstrom,1901,Company - Public,10000,47
933,The Polyclinic,1960,Private Practice / Firm,5000,2
934,Microsoft,1975,Company - Public,10000,11
935,Nayamode,-1,Company - Private,50,8
936,Lenora systems,2012,Company - Private,500,15
937,PATH,1977,Nonprofit Organization,5000,1
938,Ab Ovo Inc.,2010,Company - Private,200,19
939,Expedia.com,-1,Company - Public,,14
940,Sogeti,1967,Subsidiary or Business Segment,5000,15
941,Kent School District,1943,School / School District,5000,37
942,FAA,1958,Government,10000,16
943,Logic20/20,2005,Company - Private,500,19
944,"Paula's Choice, LLC",1995,Company - Private,500,78
945,US Department of Transportation,1967,Government,10000,16
946,doxo,-1,Company - Private,50,11
947,Paula's Choice Skincare,1995,Company - Private,500,78
948,"Programetrix, LLC",2015,Company - Private,50,8
949,"IMPAQ International, LLC",2001,Company - Private,500,19
950,Expedia,-1,Company - Private,500,14
951,Assurance Careers,2016,Company - Private,200,73
952,CircleCI,2011,Company - Private,500,3
953,"Metron, Inc.",1982,Company - Private,500,19
954,Mark Paneth,1907,Private Practice / Firm,1000,18
955,BAE Systems USA,1999,Subsidiary or Business Segment,10000,38
956,American Institutes for Research,1946,Nonprofit Organization,5000,1
957,Mars,1911,Company - Private,10000,40
958,E3 Federal Solutions,2004,Company - Private,1000,19
959,Mission Essential,2004,Company - Private,5000,38
960,Asta CRS Inc.,-1,Company - Private,200,21
961,Apple Federal Credit Union,1956,Nonprofit Organization,500,10
962,"Credible Behavioral Health, Inc.",2000,Company - Private,200,11
963,Compass Strategy Solutions,-1,Company - Private,,14
964,Vintun,-1,Company - Private,50,14
965,"Technomics, Inc",1984,Company - Private,200,38
966,Leidos Holdings Inc.,1969,Company - Public,10000,38
967,RiskSpan,2001,Company - Private,200,72
968,RxAnte,-1,Subsidiary or Business Segment,50,14
969,MDW Associates,2012,Company - Private,50,14
970,West 4th Strategy,2016,Company - Private,200,16
971,United We Dream,-1,Nonprofit Organization,50,1
972,Frederick National Laboratory,-1,Company - Private,5000,14
973,"Contracting Resources Group, Inc.",2002,Company - Private,50,19
974,Principle Group,2015,Hospital,50,2
975,Navigant Consulting,1996,Company - Private,10000,19
976,L&E Meridian,-1,Company - Private,200,14
977,"Latitude, Inc.",-1,Company - Private,50,19
978,Alliance Global Tech Inc.,2013,Company - Private,50,14
979,Ho Chunk,1995,Company - Private,500,84
980,Brillient,2006,Company - Private,1000,15
981,Afiniti,-1,Company - Private,1000,24
982,CNA Corporation,1942,Nonprofit Organization,1000,38
983,Global TechPro,-1,Company - Private,200,15
984,ASRC Federal Holding Company LLC,2003,Company - Private,10000,38
985,phia,-1,Company - Private,50,14
986,ALEX Alternative Experts LLC,1987,Company - Private,200,19
987,DuckerFrontier,-1,Company - Private,,14
988,ACHP,-1,Nonprofit Organization,50,85
989,Chenega MIOS,2005,Company - Private,5000,38
990,National Education Association,1857,Nonprofit Organization,1000,59
991,K&M Systems,1999,Company - Private,200,19
992,Grant Thornton,1924,Company - Private,10000,18
993,CompQsoft,1997,Company - Private,200,19
994,"M.C. Dean, Inc.",1949,Company - Private,5000,39
995,Islamic Relief USA,1993,Nonprofit Organization,200,86
996,Ampcus Inc,2004,Company - Private,1000,19
997,MVM,1979,Company - Private,,12
998,"Onyx Government Services,LLC",2006,Company - Private,200,24
999,"Iconma, L.L.C.",2000,Company - Private,5000,12
1000,Knowledge Link,-1,Company - Public,50,39
1001,SAIC,2013,Company - Public,10000,24
1002,"MVM, Inc.",1979,Company - Private,,12
1003,Jacobs,1947,Company - Public,10000,39
1004,AdSTM,-1,Company - Private,200,19
1005,DC Water,-1,Government,1000,34
1006,US Customs and Border Protection,1927,Government,10000,16
1007,BAE Systems,1999,Company - Public,10000,38
1008,B3 Group Inc,-1,Company - Private,50,14
1009,Arc Aspicio,2004,Company - Private,200,19
1010,Elegant Enterprise Wide Solutions,-1,Company - Private,50,87
1011,Otsuka America Pharmaceutical,1989,Company - Private,5000,29
1012,JCS Solutions LLC,2014,Contract,200,15
1013,TMCI,-1,Company - Private,50,14
1014,Accentuate IT Solutions,-1,Company - Private,200,14
1015,Softthink,-1,Company - Private,50,15
1016,"Beacon Hill Staffing Group, LLC",2000,Company - Private,1000,12
1017,RBR Technologies,2011,Company - Private,200,11
1018,Consumer Financial Protection Bureau,2011,Government,5000,16
1019,M9 Solutions,2007,Company - Private,200,15
1020,Geisinger,1915,Nonprofit Organization,10000,2
1021,Barbaricum,2008,Company - Private,200,19
1022,PotomacWave Consulting,2007,Company - Private,500,19
1023,Eccalon,2017,Company - Private,200,38
1024,Akima Management Services,2003,Company - Private,10000,38
1025,Amches,2003,Company - Private,50,11
1026,eSolutionsFirst,2007,Company - Private,50,19
1027,WSP USA,1959,Company - Public,10000,39
1028,Partnership Employment,-1,Company - Public,50,8
1029,eSource Technology LLC,-1,Company - Private,50,11
1030,JWT,-1,Unknown,200,8
1031,Centuria,-1,Company - Private,200,15
1032,Native American Technology,-1,Company - Private,200,18
1033,Analogiks,2017,Company - Private,50,15
1034,Children's National Health System,1870,Nonprofit Organization,10000,2
1035,Aptive,2012,Company - Private,200,19
1036,Intelliware Systems,2005,Company - Private,500,16
1037,Gridiron IT Solutions,2017,Company - Private,200,15
1038,Leidos,1969,Company - Public,10000,38
1039,"TAD PGS, Inc.",1997,Subsidiary or Business Segment,5000,12
1040,Calhoun International,-1,Company - Private,50,19
1041,Linquest Corporation,2004,Company - Private,1000,38
1042,Veterans Enterprise Technology Solutions,2005,Company - Private,200,16
1043,DynCorp International,1946,Company - Private,10000,38
1044,MasterKey Consulting,-1,Company - Private,200,14
1045,Afognak Native Corporation,-1,Company - Private,10000,60
1046,Republican National Committee,1860,Nonprofit Organization,500,59
1047,KL: Corporate,-1,Company - Public,50,46
1048,Applied Memetics LLC,-1,Company - Public,200,19
1049,"Business Management Associates, Inc.",2005,Company - Private,200,16
1050,Washington Gas,-1,Company - Private,5000,34
1051,Credence Management Solutions,-1,Company - Private,500,16
1052,Interos,2005,Company - Private,200,24
1053,TDI (Tetrad Digital Integrity),2001,Company - Private,50,11
1054,"ALEX-Alternative Experts, LLC",1987,Company - Private,200,19
1055,Telophase Corporation,1999,Company - Private,200,15
1056,Advanced Concepts and Technologies International,-1,Company - Private,200,14
1057,VETS,2005,Company - Private,200,16
1058,"Credence Management Solutions, LLC",-1,Company - Private,500,16
1059,"Culmen International, LLC",2004,Company - Private,500,16
1060,National Science Foundation,1944,Government,5000,16
1061,"K2 Group, Inc.",2004,Company - Private,50,38
1062,ALL NATIVE GROUP,-1,Company - Private,1000,15
1063,"eSolutionsFirst, LLC",2007,Company - Private,50,19
1064,Data Trust,2005,Nonprofit Organization,200,1
1065,ICS Global Soft INC,-1,Company - Private,200,14
1066,"Whitney, Bradley and Brown",1981,Company - Private,1000,19
1067,Rigid Tactical,-1,Company - Private,50,14
1068,"Integrated Data Services, Inc.",-1,Company - Private,200,11
1069,Chevo Consulting,2002,Company - Private,200,19
1070,"AOC Solutions, Inc",1996,Company - Private,200,11
1071,Redhorse Corporation,2008,Company - Private,200,15
1072,ECS Corporate Services,1988,Company - Private,5000,39
1073,Archimedes Global,-1,Contract,200,19
1074,Triumph Enterprises,2005,Company - Private,200,16
1075,Corner Alliance,2007,Company - Private,50,19
1076,Salient CRGT,-1,Company - Private,5000,24
1077,GCubed,-1,Company - Public,200,15
1078,Xator Corporation,-1,Contract,1000,15
1079,Gryphon Technologies,-1,Company - Private,5000,38
1080,"Electronic Consulting Services, Inc.",2000,Company - Public,5000,15
1081,Strategic Insight LTD,-1,Company - Private,50,14
1082,CENTRA Technology,-1,Company - Private,500,15
1083,GAP Solutions Inc,1999,Company - Private,1000,19
1084,Octo Consulting Group,2006,Company - Private,1000,19
1085,Navy Federal Credit Union,1933,Other Organization,10000,10
1086,Wunderman Thompson Health,-1,Company - Public,10000,8
1087,"Apogee Integration, LLC",1998,Company - Private,200,38
1088,"Koniag, Inc.",-1,Company - Private,1000,19
1089,"Science Systems and Applications, Inc",1977,Company - Private,1000,38
1090,"Akira Technologies, Inc",-1,Company - Private,200,15
1091,DC Public Schools,-1,School / School District,10000,37
1092,EQRx,2019,Company - Private,50,29
1093,GNS Healthcare,2000,Company - Private,200,29
1094,Wayfair,2002,Company - Public,10000,82
1095,Liberty Mutual Insurance,1912,Company - Private,10000,20
1096,Beacon Health Options,2014,Company - Private,5000,2
1097,Cogo Labs,2005,Company - Private,200,3
1098,New Balance,1906,Company - Private,10000,32
1099,Workhuman,1999,Company - Private,500,24
1100,XCM Solutions,-1,Company - Private,500,11
1101,adidas,1949,Company - Public,10000,35
1102,Altair Management Consultants,2002,Company - Private,200,19
1103,INFUSE Media,2012,Company - Private,500,8
1104,Whitridge Associates,1991,Private Practice / Firm,200,15
1105,MIT,1861,College / University,10000,23
1106,WinterWyman,1972,Company - Private,200,12
1107,ROI Solutions,1999,Company - Private,200,24
1108,Massachusetts General Hospital,1811,Hospital,10000,2
1109,Tufts University,1852,College / University,5000,23
1110,Zoom Information Inc.,2000,Company - Public,5000,11
1111,Ceres Group,-1,Company - Private,50,14
1112,PowerAdvocate,1999,Company - Public,200,31
1113,State of Massachusetts,-1,Government,5000,14
1114,STG International,1997,Company - Private,5000,12
1115,Gooch and Housego,1947,Company - Public,1000,50
1116,Cognizant,1994,Company - Public,10000,14
